epoch;GPU_0_out_attention_loss;GPU_0_out_attention_precision;GPU_0_out_attention_recall;GPU_0_out_columns_loss;GPU_1_out_attention_loss;GPU_1_out_attention_precision;GPU_1_out_attention_recall;GPU_1_out_columns_loss;GPU_2_out_attention_loss;GPU_2_out_attention_precision;GPU_2_out_attention_recall;GPU_2_out_columns_loss;GPU_3_out_attention_loss;GPU_3_out_attention_precision;GPU_3_out_attention_recall;GPU_3_out_columns_loss;loss;val_GPU_0_out_attention_loss;val_GPU_0_out_attention_precision;val_GPU_0_out_attention_recall;val_GPU_0_out_columns_loss;val_GPU_1_out_attention_loss;val_GPU_1_out_attention_precision;val_GPU_1_out_attention_recall;val_GPU_1_out_columns_loss;val_GPU_2_out_attention_loss;val_GPU_2_out_attention_precision;val_GPU_2_out_attention_recall;val_GPU_2_out_columns_loss;val_GPU_3_out_attention_loss;val_GPU_3_out_attention_precision;val_GPU_3_out_attention_recall;val_GPU_3_out_columns_loss;val_loss
0;0.01122354343533516;0.7706748247146606;0.3934911787509918;0.9816910624504089;0.01499831210821867;0.7721548676490784;0.39191725850105286;0.8989221453666687;0.014830403961241245;0.7724754810333252;0.3939446210861206;0.8996489644050598;0.014967136085033417;0.7723268270492554;0.39286643266677856;0.8975579142570496;0.12845535576343536;0.004317367449402809;0.9071183204650879;0.7669100165367126;0.5080246925354004;0.0055474103428423405;0.9065874814987183;0.759989857673645;0.4397255778312683;0.005466733127832413;0.9048811793327332;0.7573939561843872;0.4460323452949524;0.00557012390345335;0.9045655727386475;0.7608404159545898;0.44266292452812195;0.05721249431371689
1;0.004091096110641956;0.9143336415290833;0.7713853716850281;0.4639630615711212;0.0049462513998150826;0.9142244458198547;0.7710755467414856;0.4197724163532257;0.0050533306784927845;0.9143614768981934;0.7713068127632141;0.4165126085281372;0.005011583678424358;0.9151560664176941;0.7742461562156677;0.4169765114784241;0.053064778447151184;0.0034604996908456087;0.9279942512512207;0.8247933983802795;0.4017678201198578;0.004236710257828236;0.9259666800498962;0.8131344318389893;0.38327085971832275;0.0038457398768514395;0.9318956732749939;0.8255966305732727;0.36583927273750305;0.004003837238997221;0.9276749491691589;0.8162966966629028;0.3755172789096832;0.045763786882162094
2;0.0031870712991803885;0.9356937408447266;0.8236924409866333;0.3988948464393616;0.0038973945192992687;0.9353924989700317;0.8238344192504883;0.3670487403869629;0.0038518926594406366;0.93524569272995;0.8229301571846008;0.3685346245765686;0.00391490338370204;0.935522198677063;0.8236300349235535;0.36849135160446167;0.04461359232664108;0.0028562278021126986;0.9453359842300415;0.84571772813797;0.3734821677207947;0.0037277634255588055;0.9428447484970093;0.8426046371459961;0.34729766845703125;0.003674386767670512;0.9453076124191284;0.8497704267501831;0.33900538086891174;0.0035856456961482763;0.9440155029296875;0.8431736826896667;0.3474904000759125;0.041712671518325806
3;0.002840257016941905;0.9438989162445068;0.8451936841011047;0.3635590374469757;0.003409553086385131;0.9436654448509216;0.8450573682785034;0.34110844135284424;0.0034330328926444054;0.9437629580497742;0.8452383875846863;0.33994197845458984;0.0034619311336427927;0.9434245824813843;0.8436145782470703;0.34190863370895386;0.04061208665370941;0.002506307326257229;0.948345422744751;0.8626677393913269;0.34566789865493774;0.0031212097965180874;0.9479320645332336;0.8662419319152832;0.31974393129348755;0.0030927935149520636;0.9489268064498901;0.8650481104850769;0.32670825719833374;0.0031174581963568926;0.9485176801681519;0.8668822646141052;0.3300073742866516;0.0380435474216938
4;0.0025924367364495993;0.9477518200874329;0.8567747473716736;0.34612494707107544;0.003128847572952509;0.9480705857276917;0.8586485385894775;0.32170993089675903;0.003141215303912759;0.9486563205718994;0.8595267534255981;0.3198224604129791;0.0031297383829951286;0.9478898644447327;0.8570409417152405;0.3203730583190918;0.03791309520602226;0.0023528742603957653;0.9549146294593811;0.8793253302574158;0.3259998559951782;0.00317642861045897;0.9505765438079834;0.8670059442520142;0.31310412287712097;0.002818315988406539;0.9543571472167969;0.8761617541313171;0.29772958159446716;0.002722764853388071;0.9548771977424622;0.8774970173835754;0.2923610806465149;0.03543289750814438
5;0.0024956478737294674;0.9503138661384583;0.8638309240341187;0.33091574907302856;0.0030168441589921713;0.9510701894760132;0.8662071228027344;0.3077440559864044;0.002943528350442648;0.9508381485939026;0.866220235824585;0.30877885222435;0.0030139998998492956;0.9504808783531189;0.8650174140930176;0.30818530917167664;0.03635316714644432;0.0021474692039191723;0.9555361270904541;0.880419909954071;0.317577064037323;0.002660691272467375;0.9549673795700073;0.8784764409065247;0.2992141544818878;0.0029231752268970013;0.9544322490692139;0.8753585815429688;0.30273422598838806;0.002638976788148284;0.9566773176193237;0.879196047782898;0.2940148115158081;0.034433700144290924
6;0.0023021420929580927;0.9534831643104553;0.8731352090835571;0.31666019558906555;0.0029091143514961004;0.9524914026260376;0.8694242238998413;0.29898151755332947;0.0027959037106484175;0.9531497955322266;0.8719654679298401;0.29792189598083496;0.0028334050439298153;0.9534395933151245;0.8717928528785706;0.2974701225757599;0.034844446927309036;0.0020150381606072187;0.9592236280441284;0.892569363117218;0.3028782606124878;0.002725681522861123;0.95732182264328;0.8864843845367432;0.2931194007396698;0.0026848360430449247;0.957831621170044;0.8888665437698364;0.28826427459716797;0.0027258582413196564;0.9578254222869873;0.8851625919342041;0.2908329665660858;0.033450283110141754
7;0.002181500429287553;0.9554135799407959;0.8809671401977539;0.3076370358467102;0.002707110717892647;0.9552693367004395;0.8793109059333801;0.2894919514656067;0.0026776401791721582;0.9555622935295105;0.8798528909683228;0.28801339864730835;0.002690200926735997;0.9552049040794373;0.8792782425880432;0.2910583019256592;0.03357541933655739;0.0020803993102163076;0.957234799861908;0.8935379981994629;0.308073490858078;0.0024476037360727787;0.9572787880897522;0.8954378962516785;0.2851160168647766;0.002589482581242919;0.9572339653968811;0.8945852518081665;0.29043644666671753;0.00239196652546525;0.957169234752655;0.8944410085678101;0.286014586687088;0.03271206095814705
8;0.0020974993240088224;0.9566984176635742;0.8850750923156738;0.30050960183143616;0.002576949307695031;0.9566866755485535;0.8847590684890747;0.2825142443180084;0.0025877407751977444;0.9574124217033386;0.887539267539978;0.2790472209453583;0.002564678667113185;0.9566417932510376;0.8848450183868408;0.28061264753341675;0.03248399496078491;0.0019423672929406166;0.9597748517990112;0.9007591605186462;0.28584760427474976;0.0024760314263403416;0.9573455452919006;0.8974596858024597;0.27936479449272156;0.0024528580252081156;0.9599859118461609;0.904909074306488;0.28172567486763;0.002221092116087675;0.9588791728019714;0.9001752138137817;0.26828351616859436;0.031214941293001175
9;0.0020460770465433598;0.9580454230308533;0.8891688585281372;0.2922382652759552;0.0025180522352457047;0.9580583572387695;0.8892435431480408;0.2743518650531769;0.002489060629159212;0.9578216671943665;0.8891964554786682;0.27575913071632385;0.0025081238709390163;0.9582560658454895;0.8895880579948425;0.27518776059150696;0.03172093629837036;0.001812927657738328;0.9624549150466919;0.9044879078865051;0.28579533100128174;0.0021309133153408766;0.9616422653198242;0.9032938480377197;0.2611674666404724;0.002456615213304758;0.9611138105392456;0.9011570811271667;0.2693617045879364;0.0024415352381765842;0.959951639175415;0.9003437161445618;0.2801738679409027;0.030595120042562485
10;0.0020254869014024734;0.958341658115387;0.8901240229606628;0.29194921255111694;0.0024793604388833046;0.9586884379386902;0.8914675712585449;0.27171990275382996;0.0024872540961951017;0.958246648311615;0.8903804421424866;0.27016785740852356;0.002463777782395482;0.9586068391799927;0.8907980918884277;0.27213728427886963;0.031386230140924454;0.0018349004676565528;0.9617442488670349;0.902686357498169;0.28994202613830566;0.0022596325725317;0.960094153881073;0.893676221370697;0.2704257667064667;0.002435257425531745;0.9617944359779358;0.899550199508667;0.27051714062690735;0.0026807310059666634;0.9609092473983765;0.9003635048866272;0.27521538734436035;0.031148312613368034
11;0.0019501945935189724;0.9592825174331665;0.8928582668304443;0.28264883160591125;0.0024336138740181923;0.9589452147483826;0.8919164538383484;0.26881641149520874;0.0024026483297348022;0.9596959948539734;0.8940648436546326;0.26714253425598145;0.0024536983110010624;0.9591788053512573;0.8929658532142639;0.26847827434539795;0.03079700842499733;0.0018476851982995868;0.9614889621734619;0.9031731486320496;0.27926507592201233;0.002300665946677327;0.9613813757896423;0.9025951027870178;0.27533167600631714;0.0023456255439668894;0.9614994525909424;0.9024879932403564;0.2619880735874176;0.0023462262470275164;0.9624910354614258;0.9086022973060608;0.2691482901573181;0.030378056690096855
12;0.00191922252997756;0.9602123498916626;0.8965991735458374;0.27875271439552307;0.0024054422974586487;0.9597830176353455;0.8946034908294678;0.2651408910751343;0.0023999034892767668;0.9602406024932861;0.8960371017456055;0.26378244161605835;0.0024080639705061913;0.9596748352050781;0.8941048979759216;0.26496902108192444;0.03040301240980625;0.0016986920963972807;0.9645276069641113;0.9087531566619873;0.27690523862838745;0.0023234267719089985;0.9618402123451233;0.9026005268096924;0.2769816815853119;0.002403243677690625;0.9624595642089844;0.902965784072876;0.27111512422561646;0.0025332998484373093;0.9615502953529358;0.9017279148101807;0.2723037600517273;0.030725598335266113
13;0.0018639583140611649;0.9606706500053406;0.8977636694908142;0.27582377195358276;0.002292891498655081;0.9609031677246094;0.8974987268447876;0.2588111162185669;0.0023881751112639904;0.9603042602539062;0.895775318145752;0.26224514842033386;0.0023451456800103188;0.9606220126152039;0.8977705836296082;0.26017555594444275;0.029853494837880135;0.0016970577416941524;0.9644315838813782;0.906466543674469;0.28098565340042114;0.002241919981315732;0.9637366533279419;0.9051268100738525;0.26491209864616394;0.002206268487498164;0.9641947746276855;0.9049957394599915;0.2592375874519348;0.0022112468723207712;0.9631456732749939;0.9037790298461914;0.2642730474472046;0.029577553272247314
14;0.0018448272021487355;0.9612971544265747;0.8995768427848816;0.2729482650756836;0.0023214847315102816;0.9613696336746216;0.9000942707061768;0.25797969102859497;0.002284266520291567;0.9611539244651794;0.8994219303131104;0.25830623507499695;0.0022999329958111048;0.9611497521400452;0.8992605209350586;0.2582399547100067;0.029524916782975197;0.0019251098856329918;0.9600489735603333;0.9021979570388794;0.28607067465782166;0.002202168572694063;0.9627307653427124;0.9086040258407593;0.2686118185520172;0.0022318963892757893;0.9634684324264526;0.9123703241348267;0.26049959659576416;0.0020931779872626066;0.9637035131454468;0.9100464582443237;0.2599647641181946;0.029786227270960808
15;0.001810725312680006;0.9611592888832092;0.9026350378990173;0.2694568336009979;0.002212903928011656;0.9613922834396362;0.9034011363983154;0.2551685571670532;0.0022001885809004307;0.9614903330802917;0.903196394443512;0.2541868984699249;0.0022513880394399166;0.9614425897598267;0.9030210971832275;0.25323566794395447;0.028946716338396072;0.0017703577177599072;0.9636412858963013;0.9088754057884216;0.2737103998661041;0.0020888582803308964;0.9637752175331116;0.9096194505691528;0.26253899931907654;0.0021139304153621197;0.9644566178321838;0.9142704010009766;0.2597355246543884;0.0022021725308150053;0.963220477104187;0.9116984009742737;0.27076587080955505;0.02934683859348297
16;0.0017793213482946157;0.9613669514656067;0.9049093127250671;0.26654207706451416;0.0022448550444096327;0.9613890051841736;0.9045730233192444;0.2529645562171936;0.0022301001008599997;0.9615548849105835;0.905099093914032;0.2515149414539337;0.0021603875793516636;0.9617562294006348;0.9060376286506653;0.25088396668434143;0.028684459626674652;0.0018418723484501243;0.9614418148994446;0.9085050821304321;0.2854790687561035;0.0021334621123969555;0.9625616669654846;0.9129763841629028;0.2652379870414734;0.002242302056401968;0.9613184332847595;0.9088773727416992;0.2698971629142761;0.002113116905093193;0.9643321633338928;0.9137687087059021;0.26539984345436096;0.029884425923228264
17;0.0017492613987997174;0.9617547392845154;0.9065970182418823;0.2649950087070465;0.002189307939261198;0.9617548584938049;0.905775249004364;0.24785181879997253;0.0021680486388504505;0.9620493054389954;0.9069284200668335;0.24953444302082062;0.0021932334639132023;0.9616987705230713;0.9059541821479797;0.2502792179584503;0.028387099504470825;0.0016730070346966386;0.9642249345779419;0.9125653505325317;0.2714656889438629;0.00204957602545619;0.964165210723877;0.9104416966438293;0.2637242376804352;0.002108319429680705;0.9647807478904724;0.9145237803459167;0.2660962641239166;0.0021837824024260044;0.9633806943893433;0.9097073674201965;0.26381009817123413;0.029156310483813286
18;0.0017324247164651752;0.9620803594589233;0.907321035861969;0.2633918523788452;0.0021765062119811773;0.9619115591049194;0.9073149561882019;0.24758373200893402;0.002121684607118368;0.962181806564331;0.9078862071037292;0.24642571806907654;0.0021635224111378193;0.9622082710266113;0.9079807996749878;0.24643971025943756;0.028107084333896637;0.0017585547175258398;0.9643715023994446;0.9128384590148926;0.2697369158267975;0.0019647025037556887;0.9668623805046082;0.9202088713645935;0.2587032914161682;0.0020166574977338314;0.9652083516120911;0.9152239561080933;0.2536011338233948;0.002176715526729822;0.9638962149620056;0.9130971431732178;0.2557796239852905;0.02851472981274128
19;0.001700771041214466;0.9622763991355896;0.9087409377098083;0.2598462700843811;0.002083617029711604;0.9626952409744263;0.9102064371109009;0.2448008805513382;0.0021604408975690603;0.9623094201087952;0.9087576866149902;0.2458896040916443;0.0021038318518549204;0.9625799655914307;0.909289538860321;0.24519826471805573;0.02780228666961193;0.0015670433640480042;0.9654727578163147;0.9200042486190796;0.2647578716278076;0.00218223943375051;0.9633813500404358;0.9147905111312866;0.26424992084503174;0.0020743536297231913;0.962947428226471;0.9122968316078186;0.2597931921482086;0.002008170122280717;0.9651494026184082;0.9190367460250854;0.2637895345687866;0.028726981952786446
20;0.0016728215850889683;0.9628199338912964;0.910346508026123;0.25817471742630005;0.002116080839186907;0.9623894691467285;0.9089364409446716;0.2442200928926468;0.002093186601996422;0.9622988104820251;0.9085602760314941;0.2448648065328598;0.0021081040613353252;0.9624686241149902;0.9086881875991821;0.24396908283233643;0.027655020356178284;0.0016442545456811786;0.9646204113960266;0.9171497821807861;0.2761823534965515;0.0020556198433041573;0.9650217294692993;0.9181998372077942;0.2654382586479187;0.0019490491831675172;0.965211808681488;0.9185575246810913;0.25812599062919617;0.0019157311180606484;0.9659435749053955;0.9200987815856934;0.25865158438682556;0.02858133055269718
21;0.0016713530058041215;0.9625540971755981;0.909932553768158;0.2578378915786743;0.0020924636628478765;0.9629449844360352;0.9104428291320801;0.24192355573177338;0.0021006136666983366;0.9625108242034912;0.9091484546661377;0.24399754405021667;0.0020897057838737965;0.9624801874160767;0.9093721508979797;0.24198630452156067;0.027510028332471848;0.0017478677909821272;0.9641739130020142;0.9114872813224792;0.27316850423812866;0.0022030456457287073;0.9638669490814209;0.9123246073722839;0.2633163332939148;0.0021582504268735647;0.9626947045326233;0.9088965654373169;0.2587459683418274;0.0018802036065608263;0.9656015038490295;0.9172133803367615;0.2514287829399109;0.028762761503458023
22;0.0016340092988684773;0.9630895853042603;0.9113486409187317;0.25461623072624207;0.0020875008776783943;0.9627728462219238;0.9105167984962463;0.24155685305595398;0.0020973151549696922;0.9629288911819458;0.9110628962516785;0.2405683696269989;0.002060280879959464;0.9630456566810608;0.910981297492981;0.241241917014122;0.027281207963824272;0.0015673510497435927;0.9640284776687622;0.9141400456428528;0.2713482975959778;0.0020206912886351347;0.9649938941001892;0.9157856106758118;0.2522178888320923;0.0020966751035302877;0.965455174446106;0.9147098064422607;0.2578246593475342;0.0019291415810585022;0.9667776226997375;0.9221875667572021;0.25527501106262207;0.028194908052682877
23;0.0016509292181581259;0.9629964828491211;0.9115319848060608;0.2538684904575348;0.0021011957433074713;0.9628331065177917;0.910632848739624;0.24047096073627472;0.0020548671018332243;0.9630804657936096;0.9111157059669495;0.23954997956752777;0.002057253383100033;0.9631402492523193;0.9116582870483398;0.24013401567935944;0.02718743123114109;0.0016557269264012575;0.9650334119796753;0.9140686988830566;0.26550009846687317;0.002091161673888564;0.9664093255996704;0.9198442697525024;0.2525273263454437;0.0020672413520514965;0.9654455184936523;0.9164170622825623;0.25675949454307556;0.0019871124532073736;0.9669833183288574;0.9201427102088928;0.24930325150489807;0.028127005323767662
24;0.0016406900249421597;0.963547945022583;0.9131577610969543;0.252096027135849;0.0020279050804674625;0.9635219573974609;0.9126660227775574;0.23718027770519257;0.0020511166658252478;0.9634424448013306;0.9122416973114014;0.23760072886943817;0.0020571390632539988;0.9632890820503235;0.9120203852653503;0.2398080825805664;0.026954980567097664;0.0016118609346449375;0.9634496569633484;0.9191964268684387;0.271658331155777;0.0018627385143190622;0.9655443429946899;0.9256293773651123;0.25418660044670105;0.0021070074290037155;0.961772084236145;0.9151899218559265;0.27298596501350403;0.002147241262719035;0.9627953767776489;0.9172186255455017;0.27443647384643555;0.029039626941084862
25;0.0016579529037699103;0.9629737138748169;0.9117239713668823;0.25267845392227173;0.00206893403083086;0.9632272720336914;0.9120364189147949;0.23904675245285034;0.002077363897114992;0.9628393650054932;0.9114246368408203;0.23924559354782104;0.0020568636246025562;0.9631339311599731;0.9118285775184631;0.23902414739131927;0.027103688567876816;0.0015815263614058495;0.9647666215896606;0.9154738783836365;0.2648843824863434;0.0019834188278764486;0.9658126831054688;0.9179913401603699;0.24118413031101227;0.001953460741788149;0.9649008512496948;0.9161262512207031;0.25244399905204773;0.0020255388226360083;0.9674595594406128;0.9212381839752197;0.24744762480258942;0.027512263506650925
26;0.0016441947082057595;0.963280200958252;0.9123841524124146;0.25233232975006104;0.002022665226832032;0.9637173414230347;0.9138422608375549;0.23541991412639618;0.002063050167635083;0.9635908603668213;0.913085401058197;0.23668836057186127;0.002018093364313245;0.963578462600708;0.9131554365158081;0.2363271713256836;0.02680838108062744;0.0015722174430266023;0.9641844630241394;0.9213926196098328;0.2616235315799713;0.0019701519049704075;0.9650181531906128;0.9231889843940735;0.25208187103271484;0.0019684159196913242;0.9653173685073853;0.9238595366477966;0.2550717890262604;0.0022908258251845837;0.9626114964485168;0.9172619581222534;0.2518171966075897;0.02805744856595993
27;0.0016135831829160452;0.9639655947685242;0.9138404130935669;0.24892881512641907;0.0019914431031793356;0.963560938835144;0.9135198593139648;0.2361958920955658;0.002023373730480671;0.963516116142273;0.9134319424629211;0.2357131987810135;0.0020330105908215046;0.9639266133308411;0.9138485193252563;0.23588939011096954;0.02664272114634514;0.0016497382894158363;0.964214563369751;0.9126207828521729;0.26369327306747437;0.0020110427867621183;0.9657816886901855;0.9186094999313354;0.2558066248893738;0.002186782890930772;0.9664620161056519;0.9186044931411743;0.25274932384490967;0.002084040315821767;0.9644594788551331;0.9132013320922852;0.2611405551433563;0.028440771624445915
28;0.0016200761310756207;0.963722825050354;0.9134888648986816;0.24871376156806946;0.002014709869399667;0.9636290669441223;0.9140011668205261;0.23713795840740204;0.002012143610045314;0.9638038873672485;0.9138961434364319;0.2347353845834732;0.0020175327081233263;0.9639215469360352;0.9140599370002747;0.23439942300319672;0.026610925793647766;0.0015810368349775672;0.9653781652450562;0.9197008609771729;0.25953754782676697;0.0020581339485943317;0.9664236307144165;0.9199580550193787;0.24705064296722412;0.0019839995075017214;0.9661173820495605;0.918952465057373;0.2500929832458496;0.0020585053134709597;0.9664989113807678;0.9199534058570862;0.2515003979206085;0.02769165113568306
29;0.0016284057637676597;0.9638012051582336;0.913286030292511;0.2504803240299225;0.002040888648480177;0.9637677669525146;0.914040207862854;0.23537930846214294;0.002047998132184148;0.9635373950004578;0.9128949046134949;0.23595888912677765;0.0019980273209512234;0.963679850101471;0.9141594171524048;0.2327592521905899;0.026652636006474495;0.00160999596118927;0.9656662940979004;0.9164267778396606;0.26239022612571716;0.002042274223640561;0.9663533568382263;0.9176898002624512;0.2518671154975891;0.0019996592309325933;0.9675529599189758;0.9231858849525452;0.2571072578430176;0.0018784834537655115;0.9672706723213196;0.9188662767410278;0.2496100217103958;0.027799304574728012
